Type of AN,Date,Name of Corporate Debtor (Table),Date of Auction (Table),Name of Insolvency Professional (Table),Auction Notice URL,Reserve Price (Table),Nature of Assets (Table),Last Date of EMD (Table),Details URL
Issue of Auction Notice,28-10-2022,Dev Denso Power Ltd,29-11-2022,Ms. Pooja Bahry,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-28-141437-vucoy-766d2458799271f4bef1410ae50a5e79.pdf,"24,30,674","1 F CS- 44 A, FIRST ...1 F CS- 44 A, FIRST FLOOR, ANSAL PLAZA, SECTOR 1, VAISHALI, GHAZIABAD, MEASURING 498 SQ FEET (Super area)/ 367.91 SQ FEET (covered area), STANDING IN THE NAME OF M/S DEV DENSO POWER LTD",26-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666946677_2362.pdf
Issue of Auction Notice,28-10-2022,Dev Denso Power Ltd,29-11-2022,Ms. Pooja Bahry,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-28-141700-zjvmw-766d2458799271f4bef1410ae50a5e79.pdf,"67,559",FURNITURE AND FIXTUR...FURNITURE AND FIXTURE/ OFFICE EQUIPMENT/ MACHINARY/ INVENTORY/ STOCKS IN THE NAME OF M/S DEV DENSO POWER LTD,26-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666946820_2363.pdf
Issue of Auction Notice,28-10-2022,Dev Denso Power Ltd,29-11-2022,Ms. Pooja Bahry,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-28-141848-2xaiw-766d2458799271f4bef1410ae50a5e79.pdf,"89,69,843","All other Assets of ...All other Assets of the Company including Financial Assets / Debtors / other Receivables/ Hypothecation of book debts (as reflected in the audited Balance Sheet of the Corporate debtor), excluding Cash and Bank Balances",26-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666946928_2364.pdf
Issue of Auction Notice,28-10-2022,LANCO SOLAR PRIVATE LIMITED,23-11-2022,Mr. Huzefa Fakhri Sitabkhan,https://ibbi.gov.in/uploads/auction_notice_liquidation/f835f41985d278cc3fbf753e6e3c1895.pdf,"1,03,50,000","33.62 acres of Land ...33.62 acres of Land Parcel at Pullanayakanpatti, Dist. Ramnathpuram, Tamil Nadu",21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666950699_2365.pdf
Issue of Auction Notice,28-10-2022,LANCO SOLAR PRIVATE LIMITED,23-11-2022,Mr. Huzefa Fakhri Sitabkhan,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-28-152332-upb8i-f835f41985d278cc3fbf753e6e3c1895.pdf,"47,000",Investment in Wholly...Investment in Wholly Owned Subsidiary,21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666950887_2366.pdf
Issue of Auction Notice,27-10-2022,GENA PHARMACEUTICALS LIMITED,14-11-2022,Mr. Vasudeo Agarwal,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-27-125550-ubg6a-76715d2f4d662102cca94acbca8d7c02.pdf,"4,38,00,000","Sale of Gena Pharmac...Sale of Gena Pharmaceuticals Limited as per Regulation 32 (e) of the Insolvency & Bankruptcy Board of India (Liquidation Process) Regulations, 2016 as a going concern excluding land situated at Sikkim",11-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666855550_2348.pdf
Corrigendum,27-10-2022,Shirt Company (India) Private Limited,17-11-2022,Mr. Anuj Bajpai,https://ibbi.gov.in/uploads/auction_notice_liquidation/20441c5a25d1c870c68a884b42813352.pdf,"73,60,00,000","Independent office b...Independent office building (basement + Ground + 3 Upper Floors) admeasuring about 23373 sq. feet. (carpet) with attached gardens in Lower Parel, Mumbai",05-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666859512_2349.pdf
Corrigendum,27-10-2022,Shirt Company (India) Private Limited,17-11-2022,Mr. Anuj Bajpai,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-27-140310-apc83-20441c5a25d1c870c68a884b42813352.pdf,"33,30,00,000","Land admeasuring abo...Land admeasuring about 39740.17 Sq. Meters with Factory Buildings and appropriate facilities along with Plant and Machinery for vertically integrated operations right from yarn dyeing and fabric weaving to fabric finishing, Ladies and Mens’ shirts",05-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666859590_2350.pdf
Issue of Auction Notice,27-10-2022,GUJARAT METALLIC COAL & COKE LIMITED,08-11-2022,Sanjay Kumar Poddar,https://ibbi.gov.in/uploads/auction_notice_liquidation/c841ecb476baf432e090a8e91ee9e7fc.pdf,"2,21,06,486",Corporate Debtor as ...Corporate Debtor as a whole,04-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666864799_2351.pdf
Addendum,27-10-2022,SNNEHA NATURAL WORLD PRIVATE LIMITED,28-11-2022,Mr. Ravindra Chaturvedi,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-27-184550-uv45b-cc3cc4bffe84a164a7152eb7e01844ed.pdf,"8,25,00,000","Leasehold Factory La...Leasehold Factory Land admeasuring area about 22,000 Sq.mt covering situated at
Plot No. 1-B and 1-C, Village-Yadrav, Gut No. 50,51,52 and 53, Parvati Co-Operative
Industrial Estate, Sector-I, Phase- III, Taluka-Shirol, District-Kolhapur, within the local
limits of Shirol.",25-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666876550_2352.pdf
Addendum,27-10-2022,SNNEHA NATURAL WORLD PRIVATE LIMITED,28-11-2022,Mr. Ravindra Chaturvedi,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-27-184432-1psyz-cc3cc4bffe84a164a7152eb7e01844ed.pdf,"1,97,00,000","Building admeasuring...Building admeasuring approximate built-up area is 46,246.50 Sq. Ft. situated at Plot No.
1-B and 1-C, Village-Yadrav, Gut No. 50,51,52 and 53, Parvati Co- Operative Industrial
Estate, Sector-I, Phase- III, Taluka-Shirol, District- Kolhapur, within the local limits of
Shirol.",25-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666876472_2353.pdf
Issue of Auction Notice,26-10-2022,M N Horological Industries Private Limited,15-11-2022,Mr. Lingumgunta Venkata Shyam Sundar,https://ibbi.gov.in/uploads/auction_notice_liquidation/fb79fbcb6570cd55964acd25102c5079.pdf,"13,20,409",Inventory,13-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666773499_2335.pdf
Issue of Auction Notice,26-10-2022,FE (India) Limited,14-11-2022,Mr. Nilesh Sharma,https://ibbi.gov.in/uploads/auction_notice_liquidation/26b9754cb4125782928e3faf598a2f33.pdf,"54,90,000","Not Readily Realizab...Not Readily Realizable Assets consisting of Financial Assets 

Sundry Debtors, Loans and Advances (Asset), Other Advances, Balances with Govt. Authorities (Excluding receivables as per Avoidance Application which are not accounted for in books of accounts of Fe (India))",10-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666767760_2344.pdf
Issue of Auction Notice,26-10-2022,Coastal Energy Private Limited,24-11-2022,Mr. Ramakrishnan Sadasivan,https://ibbi.gov.in/uploads/auction_notice_liquidation/43c189500f9ad9507d7b9581a54b445f.pdf,"3,00,000","Furniture, Fixtures ...Furniture, Fixtures and Other electrical equipments",21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666767850_2345.pdf
Issue of Auction Notice,26-10-2022,Siddhi Vinayak Power Generation & Distributors Private Limited,14-11-2022,Mr. Nilesh Sharma,https://ibbi.gov.in/uploads/auction_notice_liquidation/893bf56bc780ddabbe44205b5b5cc7e5.pdf,"7,79,54,174","Building (Excluding ...Building (Excluding Land), Plant & Machinery, Office Equipment’s, Furniture & Fixture and Securities or Financial Assets

Construction and Civil Structures including the Plant and Non-plant Buildings of permanent character situated at Block no. 47 to 50, Revenue Survey No. 27/1/ A to D, Village Tena, Taluka Oplad, Surat, Gujarat-395005 (excluding land)
17.46 MW gas-based power plant, Two Gas Generators, Gas Compressors
Fire Fighting Equipment’s, Power Backup equipment’s, Cooling Towers and circulating water systems, Overhead lines, Switchgears, and Transformer amongst others
Loans and Advances, Trade Receivables and Other Current Assets.",10-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666768070_2346.pdf
Issue of Auction Notice,26-10-2022,M/s KONASEEMA GAS POWER LIMITED,23-11-2022,Mr. Sai Ramesh Kanuparthi,https://ibbi.gov.in/uploads/auction_notice_liquidation/43fc386056d562d7ad286d9d3640bcb1.pdf,"2,81,00,00,000","LOT-I: 445 MW Natura...LOT-I: 445 MW Natural Gas based Combined Cycle Power Plant (P&M) comprising of 2 Gas Turbines (Siemens, V94.2)–139.44 MW each + 2 HRSG + 1 Steam Turbine (LMZ, Russia) – 166.60 MW, Land around 126.43 Acres, Factory Buildings & all other equipment at plant site with a Reserve Price of Rs.281 Cr. and EMD of Rs.5CR.
LOT-II:  Land around 5.80 Acres Kothapeta Village, abutting power plant land Sy nos. 7/1, 6/2B, 6/3B, 7/4 Kothapeta. and 36/2, Devarapalli villages with a Reserve Price of Rs.11.6Cr and EMD of Rs.1.16Cr.",21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666768410_2347.pdf
Issue of Auction Notice,25-10-2022,DEX-VIN POLYMERS PRIVATE LIMITED,31-10-2022,Mr. Anish Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/ac771e9c909b3cab01cb54d89e20f119.pdf,"1,82,87,815",1. Commercial Office...1. Commercial Office 2. Galas,28-10-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666680002_2341.pdf
Issue of Auction Notice,25-10-2022,DUGAL ASSOCIATES PRIVATE LIMITED,11-11-2022,Mr. Pradeep Upadhyay,https://ibbi.gov.in/uploads/auction_notice_liquidation/846f8fd1e8d021954e2c669da258c88e.pdf,"6,00,00,000","1. Land and Building...1. Land and Building 
(Area 600 Sq. Yards) at 
F-38/2, (Near Maruti Service Station), Okhla Industrial Area, Phase-II, 
New Delhi-110020
2. Tata Safari
& 
Toyota Innova Car
(2016 & 2017 Model)",10-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666687123_2342.pdf
Issue of Auction Notice,25-10-2022,SAVEMAX WHOLESALE CLUB PRIVATE LIMITED,11-11-2022,Mr. Arvind Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/cf293ad5576fd945132d534bbcf16034.pdf,0,"1. Transfer of right...1. Transfer of rights underlying proceedings for preferential and fraudulent transactions under sections 43 and 66 of the Insolvency and Bankruptcy Code, 2016 filed before National Company Law Tribunal, New Delhi, against erstwhile promoter directors of the Company (Corporate Debtor) bearing Company Application No. 505(ND) of 2018 in CP (IB) No. 138/2018. 
2. Transfer of rights underlying proceedings for fraudulent transactions under sections 43 and 66 of the Insolvency and Bankruptcy Code, 2016 filed before National Company Law Tribunal, New Delhi, against erstwhile promoter directors of the Company bearing Company Application No. No. 68(ND) of 2019 in CP (IB) No. 138/2018. 
3. Transfer of rights underlying proceedings for fraudulent transactions under sections 43 and 66 of the Insolvency and Bankruptcy Code, 2016 filed before National Company Law Tribunal, New Delhi, against erstwhile promoter directors of the Company bearing Interlocutory Application No. 5272(ND) of 2020 in CP (IB) No. 138/2018.",11-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666693532_2343.pdf
Issue of Auction Notice,24-10-2022,SREE NAIDU BEVERAGES PRIVATE LTD,07-11-2022,Mr. Krishna Mohan Gollamudi,https://ibbi.gov.in/uploads/auction_notice_liquidation/cc43686035c760609f76b323eb44f12f.pdf,"2,48,78,000","Factory Shed and Bui...Factory Shed and Buildings; Plant & Machinery, Electrical Fittings, Equipment,Office furniture, Lab equipment, inventory etc.",04-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666614780_2340.pdf
Issue of Auction Notice,23-10-2022,Kakade Developers Private Limited,16-11-2022,Mr. Jitendra Palande,https://ibbi.gov.in/uploads/auction_notice_liquidation/89eb965cd53cb7f0691712ce3e80dc80.pdf,"5,05,00,000",Commercial Units,14-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666506387_2339.pdf
Issue of Auction Notice,22-10-2022,M/s Precision Engineers & Fabricators Private Limited,07-11-2022,Mr. Rasik Singhania,https://ibbi.gov.in/uploads/auction_notice_liquidation/a73f4dc3ea3cc8f4bf70639fa817293c.pdf,"20,75,000",Vacant Leasehold Lan...Vacant Leasehold Land own by WBIIDC (1.0676 acres) situated at Plot No. 826 (P),05-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666423625_2336.pdf
Issue of Auction Notice,22-10-2022,M/s Precision Engineers & Fabricators Private Limited,07-11-2022,Mr. Rasik Singhania,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-22-125900-h9und-a73f4dc3ea3cc8f4bf70639fa817293c.pdf,"24,75,000","Plant & Machinery co...Plant & Machinery comprises of Pontoon, Weighbridge, CNG cutting machine, Sand blasting machine (body), Aluminum cables & welding machines",05-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666423740_2337.pdf
Issue of Auction Notice,22-10-2022,Easun Reyrolle Limited,09-11-2022,Mr. Mahalingam Suresh Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-22-144659-hy3qk-31d4083a2047d35f99122034c4c9799a.pdf,"38,67,00,000","Land and Building / ...Land and Building / Plant and Machinery , Commercial building",07-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666430219_2338.pdf
Issue of Auction Notice,21-10-2022,ADITI OIL EXTRACTION PRIVATE LIMITED,24-11-2022,Mr. Krishna Kumar Chhaparia,https://ibbi.gov.in/uploads/auction_notice_liquidation/23c850c8d076f7570895534112e806c9.pdf,"1,52,10,000",Sale of Corporate De...Sale of Corporate Debtor as a going concern,21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666329673_2333.pdf
Issue of Auction Notice,21-10-2022,ADITI HEALTH OILS PRIVATE LIMITED,24-11-2022,Mr. Krishna Kumar Chhaparia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-21-110952-t4ck8-23c850c8d076f7570895534112e806c9.pdf,"19,93,50,000",Sale of Corporate De...Sale of Corporate Debtor as a going concern,21-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666330792_2334.pdf
Issue of Auction Notice,20-10-2022,Roofit Industries Limited,11-11-2022,Mr. Jitender Kumar Jain,https://ibbi.gov.in/uploads/auction_notice_liquidation/b9fdf11ddd93098b09f00228e19c0679.pdf,"3,05,00,000",Immovable Property,09-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666231712_2322.pdf
Issue of Auction Notice,20-10-2022,SWE FASHIONS PRIVATE LIMITED,10-11-2022,Mr. Venkata Subbarao Kalva,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-20-123625-vgud7-8c029ebe90c47f078b72a203bddd4f9d.pdf,"10,000",Trade Receivables as...Trade Receivables as per Books of Accounts of the company under liquidation as on the date of liquidation.,08-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666249586_2323.pdf
Issue of Auction Notice,20-10-2022,SPACEVISION IMPEX PRIVATE LIMITED,21-11-2022,Mr. Rakesh Prasad Khandelwal,https://ibbi.gov.in/uploads/auction_notice_liquidation/a97dc21d92ea3c43efd30251b7daa07e.pdf,"90,00,000",Building - Shop/ Off...Building - Shop/ Office Premises,18-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666250089_2324.pdf
Issue of Auction Notice,20-10-2022,Greendiamz Biotech Limited,18-11-2022,Mrs. Bhavi Shreyans Shah,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-20-145636-7h8yq-1d787c4d530eab3dbe7f5cfe2a7986e9.pdf,"7,85,00,000","Lot 1: Land and Buil...Lot 1: Land and Building along with Plant and Machinery
Lot 2:  Office Premises
Lot 3: Lot 1 + Lot 2",15-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666257996_2328.pdf
Issue of Auction Notice,20-10-2022,FIRESTAR INTERNATIONAL LIMITED,24-11-2022,Mr. Santanu T Ray,https://ibbi.gov.in/uploads/auction_notice_liquidation/e20ce1e013f911341fa75e6b1540a96a.pdf,"67,06,17,602","The Liquidator in Co...The Liquidator in Consultation with the SCC members has
proposed to sale, the assets of the Corporate Debtor",22-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666266004_2329.pdf
Issue of Auction Notice,20-10-2022,TRANS GULF FROZEN FOOD CONTAINERS PRIVATE LIMITED,22-11-2022,MUKESH KUMAR JAIN,https://ibbi.gov.in/uploads/auction_notice_liquidation/74023e3c8850eaf6fbd029ad32211f18.pdf,"2,00,00,000",COMPANY VEHICLES & L...COMPANY VEHICLES & LAND,18-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666267867_2330.pdf
Issue of Auction Notice,20-10-2022,FIRESTAR INTERNATIONAL LIMITED,24-11-2022,Mr. Santanu T Ray,https://ibbi.gov.in/uploads/auction_notice_liquidation/61bcc58bd28d5dc75ef0ec7fbd371b37.pdf,"5,05,75,200","The Liquidator in Co...The Liquidator in Consultation with the SCC members has
proposed to sale, the assets of the Corporate Debtor",22-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666267237_2331.pdf
Issue of Auction Notice,20-10-2022,Firestar Diamond International Private Limited,24-11-2022,Mr. Santanu T Ray,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-20-173412-ast9j-e20ce1e013f911341fa75e6b1540a96a.pdf,"67,06,17,602","The Liquidator in Co...The Liquidator in Consultation with the SCC members has proposed to sale, the assets of the Corporate Debtor.",22-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666267455_2332.pdf
Issue of Auction Notice,19-10-2022,EMI Transmission Limited,14-11-2022,Mr. Shailesh Bhalchandran Desai,https://ibbi.gov.in/uploads/auction_notice_liquidation/fb7e03afd32d2b4a40d5b5a79d03eb73.pdf,"5,00,00,000","All the present asse...All the present assets of the Company, on a Going
Concern Basis as per Regulation 32A of IBBI (Liquidation Process) Regulations, 2016",11-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666158523_2316.pdf
Issue of Auction Notice,19-10-2022,Shirt Company (India) Private Limited,14-11-2022,Mr. Anuj Bajpai,https://ibbi.gov.in/uploads/auction_notice_liquidation/835833634f3879c1ee598f1bf87ecf71.pdf,"24,50,000",Industrial Sewing Ma...Industrial Sewing Machine – Tony / Laike / Siruba / Active / Brother / FDM,11-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666159674_2317.pdf
Issue of Auction Notice,19-10-2022,Shirt Company (India) Private Limited,14-11-2022,Mr. Anuj Bajpai,https://ibbi.gov.in/uploads/auction_notice_liquidation/2022-10-19-113821-mfpk3-835833634f3879c1ee598f1bf87ecf71.pdf,"65,000",Tapson Machine / Col...Tapson Machine / Colour Matching Cabinate / Paramount Spetralux – II / Band Knife Cutting Machine,11-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666159736_2318.pdf
Issue of Auction Notice,19-10-2022,VIJAY TIMBER INDUSTRIES PRIVATE LIMITED,12-11-2022,Mr. Ramchandra Dallaram Choudhary,https://ibbi.gov.in/uploads/auction_notice_liquidation/28d29b3b439c3d9acd55691772747479.pdf,"61,00,000",Immovable Property- ...Immovable Property- Land,09-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666160979_2319.pdf
Issue of Auction Notice,19-10-2022,NCML Industries Limited,03-11-2022,Mr. Gian Chand Narang,https://ibbi.gov.in/uploads/auction_notice_liquidation/b1d0e22c7e5808325c5c6ffea00a6fc6.pdf,"2,35,00,000",Windmills,01-11-2022,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1666167988_2320.pdf
